nome;parametro;valor
manso;Ecof2;0
manso;ktMin;3
manso;ktMax;2
ita;Area;12185
ita;nKt;6
ita;Kt2;0.04057985
ita;Kt1;0.433307952
ita;Kt0;0.428962567
ita;Kt-1;0.094732898
ita;Kt-2;0.002416721
ita;Kt-3;1.15E-08
ita;Kt-4;0
ita;Kt-5;0
ita;Kt-6;0
ita;Kt-7;0
ita;Kt-8;0
ita;Kt-9;0
ita;Kt-10;0
ita;Kt-11;0
ita;Kt-12;0
ita;Kt-13;0
ita;Kt-14;0
ita;Kt-15;0
ita;Kt-16;0
ita;Kt-17;0
ita;Kt-18;0
ita;Kt-19;0
ita;Kt-20;0
ita;Kt-21;0
ita;Kt-22;0
ita;Kt-23;0
ita;Kt-24;0
ita;Kt-25;0
ita;Kt-26;0
ita;Kt-27;0
ita;Kt-28;0
ita;Kt-29;0
ita;Kt-30;0
ita;Kt-31;0
ita;Kt-32;0
ita;Kt-33;0
ita;Kt-34;0
ita;Kt-35;0
ita;Kt-36;0
ita;Kt-37;0
ita;Kt-38;0
ita;Kt-39;0
ita;Kt-40;0
ita;Kt-41;0
ita;Kt-42;0
ita;Kt-43;0
ita;Kt-44;0
ita;Kt-45;0
ita;Kt-46;0
ita;Kt-47;0
ita;Kt-48;0
ita;Kt-49;0
ita;Kt-50;0
ita;Kt-51;0
ita;Kt-52;0
ita;Kt-53;0
ita;Kt-54;0
ita;Kt-55;0
ita;Kt-56;0
ita;Kt-57;0
ita;Kt-58;0
ita;Kt-59;0
ita;Kt-60;0
ita;Str;208.3516906
ita;K2t;3.313461276
ita;Crec;0.489222656
ita;Ai;0.781434096
ita;Capc;32.98860474
ita;K_kt;15.03077559
ita;K2t2;1.56505575
ita;H1;20.49481454
ita;H;200
ita;K3t;10
ita;K1t;10
ita;Ecof;0.898885392
ita;Pcof;0.937464959
ita;Ecof2;0
ita;ktMin;3
ita;ktMax;2
sobradinho;Area;444688
sobradinho;nKt;48
sobradinho;Kt2;7.88E-05
sobradinho;Kt1;0.000847511
sobradinho;Kt0;0.003071002
sobradinho;Kt-1;0.007167372
sobradinho;Kt-2;0.013140416
sobradinho;Kt-3;0.020654442
sobradinho;Kt-4;0.029152296
sobradinho;Kt-5;0.037974548
sobradinho;Kt-6;0.046460701
sobradinho;Kt-7;0.054024915
sobradinho;Kt-8;0.060205155
sobradinho;Kt-9;0.064688174
sobradinho;Kt-10;0.067314446
sobradinho;Kt-11;0.068067856
sobradinho;Kt-12;0.067054899
sobradinho;Kt-13;0.064477732
sobradinho;Kt-14;0.060604759
sobradinho;Kt-15;0.0557417
sobradinho;Kt-16;0.050205297
sobradinho;Kt-17;0.04430112
sobradinho;Kt-18;0.038306284
sobradinho;Kt-19;0.032457338
sobradinho;Kt-20;0.026943158
sobradinho;Kt-21;0.021902372
sobradinho;Kt-22;0.017424579
sobradinho;Kt-23;0.013554559
sobradinho;Kt-24;0.010298583
sobradinho;Kt-25;0.007631965
sobradinho;Kt-26;0.00550711
sobradinho;Kt-27;0.003861374
sobradinho;Kt-28;0.002624234
sobradinho;Kt-29;0.001723401
sobradinho;Kt-30;0.00108965
sobradinho;Kt-31;0.000660293
sobradinho;Kt-32;0.000381331
sobradinho;Kt-33;0.000208421
sobradinho;Kt-34;0.000106854
sobradinho;Kt-35;5.08E-05
sobradinho;Kt-36;2.21E-05
sobradinho;Kt-37;8.57E-06
sobradinho;Kt-38;2.89E-06
sobradinho;Kt-39;8.14E-07
sobradinho;Kt-40;1.79E-07
sobradinho;Kt-41;2.75E-08
sobradinho;Kt-42;2.41E-09
sobradinho;Kt-43;7.67E-11
sobradinho;Kt-44;2.14E-13
sobradinho;Kt-45;7.13E-26
sobradinho;Kt-46;0
sobradinho;Kt-47;0
sobradinho;Kt-48;0
