nome;parametro;valor
pimentalt;Kt-20;0.038328088
pimentalt;Kt-21;0.037229866
pimentalt;Kt-22;0.035905109
pimentalt;Kt-23;0.034385086
pimentalt;Kt-24;0.032701703
pimentalt;Kt-25;0.030886911
pimentalt;Kt-26;0.02897218
pimentalt;Kt-27;0.026988015
pimentalt;Kt-28;0.024963552
pimentalt;Kt-29;0.022926188
pimentalt;Kt-30;0.020901292
pimentalt;Kt-31;0.018911955
pimentalt;Kt-32;0.016978804
pimentalt;Kt-33;0.015119864
pimentalt;Kt-34;0.013350474
pimentalt;Kt-35;0.01168325
pimentalt;Kt-36;0.010128094
pimentalt;Kt-37;0.008692244
pimentalt;Kt-38;0.007380368
pimentalt;Kt-39;0.006194687
pimentalt;Kt-40;0.005135142
pimentalt;Kt-41;0.004199575
pimentalt;Kt-42;0.00338395
pimentalt;Kt-43;0.002682585
pimentalt;Kt-44;0.002088406
pimentalt;Kt-45;0.00159321
pimentalt;Kt-46;0.001187939
pimentalt;Kt-47;0.000862954
pimentalt;Kt-48;0.000608309
pimentalt;Kt-49;0.000414017
pimentalt;Kt-50;0.000270305
pimentalt;Kt-51;0.000167851
pimentalt;Kt-52;9.80E-05
pimentalt;Kt-53;5.29E-05
pimentalt;Kt-54;2.58E-05
pimentalt;Kt-55;1.10E-05
pimentalt;Kt-56;3.82E-06
pimentalt;Kt-57;9.70E-07
pimentalt;Kt-58;1.39E-07
pimentalt;Kt-59;5.08E-09
pimentalt;Kt-60;1.55E-16
pimentalt;Str;39.06861335
pimentalt;K2t;22.52420821
pimentalt;Crec;1.43241684
pimentalt;Ai;0.437986634
pimentalt;Capc;12.24586442
pimentalt;K_kt;146.2946347
pimentalt;K2t2;10
pimentalt;H1;200
pimentalt;H;25.51988499
pimentalt;K3t;19.73195171
pimentalt;K1t;5.461007449
pimentalt;Ecof;0.679508356
pimentalt;Pcof;0.726801953
pimentalt;Ecof2;0
pimentalt;ktMin;60
pimentalt;ktMax;2
