data;avermelha;ssimao2;navanhanda;capivara;manso;ita;irape;candonga;dfranc;smesa;pimentalt;colider;baixoig;sobradinho
21/04/2019;4.18671822;4.393640183;4.122738494;3.606966854;3.74380827;1.921872909;4.060548165;3.976231605;1.591222252;3.915861196;3.955778631;3.883543829;2.279183092;4.037462819
22/04/2019;3.956790434;4.018392234;3.74055309;2.731507313;2.69750924;2.500986443;3.970454598;3.629192733;1.891894624;3.804934162;3.714652794;3.009539953;2.797095353;4.128621578
23/04/2019;3.114600102;3.267285541;3.110246618;3.263211029;3.727648969;2.468318402;3.684168005;3.554731412;2.782605551;3.686880357;3.712987251;3.577690066;2.841021294;3.926290152
24/04/2019;3.831677556;3.838303066;3.84548768;3.614866984;4.001193157;2.813033988;3.839141045;3.153662806;3.050939891;3.903225271;3.93420926;3.871256329;3.053210481;4.078030059
25/04/2019;3.622275858;3.736842554;3.61248866;3.662208985;4.198554052;2.36347463;3.54990342;3.140968063;2.032453911;4.129813056;4.285539258;4.249532677;2.819514485;4.076492423
26/04/2019;3.710251069;3.888785748;3.695977607;3.548849946;4.035301716;2.50566162;3.49937579;3.361916231;2.170545722;4.117346249;4.314381557;4.1892276;2.537616689;3.985205331
27/04/2019;3.853320643;3.967968483;3.87865764;3.683190355;4.087344973;1.663340277;3.54431237;3.434300998;1.546182645;4.164085114;4.222446954;4.14198284;2.400780182;4.001312607
28/04/2019;3.540647346;3.845694545;3.601812776;2.395919238;4.131497872;1.645635632;4.332135616;3.972891277;2.079293106;4.144475985;3.99466859;4.222003719;1.920373957;4.436100292
29/04/2019;3.304000904;3.580174088;3.286968349;3.101330988;3.91565913;2.447458579;4.219602494;3.413377912;2.657880901;4.049454191;4.131571974;3.939751262;2.532989269;4.561361359
30/04/2019;3.720450932;3.758869815;3.588395425;3.209723106;3.348299454;2.870082547;3.354380211;3.323954509;2.85862942;3.865538726;3.973556967;3.777007833;2.851525098;4.224440168
01/05/2019;3.240175623;3.73025888;2.998280499;2.566903984;4.035917347;1.82099203;3.494546964;3.184904487;2.187002712;3.985342683;3.393703597;3.737615592;1.797882775;4.108810683
