Data       Qcal
23/02/2023 001641.83 
24/02/2023 001679.83 
25/02/2023 001715.28 
26/02/2023 001743.89 
27/02/2023 001789.24 
28/02/2023 001851.22 
01/03/2023 001892.49 
02/03/2023 001907.10 
03/03/2023 001893.01 
04/03/2023 001878.12 
05/03/2023 001852.65 
06/03/2023 001839.49 
07/03/2023 001842.12 
08/03/2023 001861.39 
09/03/2023 001894.46 
10/03/2023 001925.70 
11/03/2023 001950.42 
12/03/2023 001967.34 
13/03/2023 001980.88 
