Data       Qcal
23/02/2023 001324.62 
24/02/2023 001378.85 
25/02/2023 001420.81 
26/02/2023 001464.59 
27/02/2023 001506.56 
28/02/2023 001552.06 
01/03/2023 001579.34 
02/03/2023 001607.04 
03/03/2023 001630.38 
04/03/2023 001660.44 
05/03/2023 001705.92 
06/03/2023 001762.75 
07/03/2023 001822.83 
08/03/2023 001883.83 
09/03/2023 001943.56 
10/03/2023 001999.73 
11/03/2023 002055.14 
12/03/2023 002112.76 
13/03/2023 002168.78 
