Data       Qcal
23/02/2023 000671.07 
24/02/2023 000689.42 
25/02/2023 000697.30 
26/02/2023 000713.94 
27/02/2023 000739.49 
28/02/2023 000766.28 
01/03/2023 000775.03 
02/03/2023 000767.29 
03/03/2023 000748.88 
04/03/2023 000738.11 
05/03/2023 000753.97 
06/03/2023 000799.96 
07/03/2023 000859.54 
08/03/2023 000913.45 
09/03/2023 000953.73 
10/03/2023 000977.56 
11/03/2023 000984.06 
12/03/2023 000987.05 
13/03/2023 000989.72 
