Data       Qcal
23/02/2023 002503.83 
24/02/2023 002501.90 
25/02/2023 002492.43 
26/02/2023 002485.87 
27/02/2023 002483.20 
28/02/2023 002482.53 
01/03/2023 002484.67 
02/03/2023 002488.21 
03/03/2023 002492.09 
04/03/2023 002485.72 
05/03/2023 002466.21 
06/03/2023 002430.15 
07/03/2023 002320.83 
08/03/2023 002233.58 
09/03/2023 002180.74 
10/03/2023 002161.77 
11/03/2023 002193.91 
12/03/2023 002238.87 
13/03/2023 002282.67 
