Data       Qcal
23/02/2023 001007.65 
24/02/2023 001076.34 
25/02/2023 001086.96 
26/02/2023 001065.94 
27/02/2023 001004.99 
28/02/2023 000920.56 
01/03/2023 000856.63 
02/03/2023 000819.55 
03/03/2023 000815.75 
04/03/2023 000828.46 
05/03/2023 000869.80 
06/03/2023 000966.90 
07/03/2023 001107.84 
08/03/2023 001247.09 
09/03/2023 001320.66 
10/03/2023 001313.87 
11/03/2023 001266.51 
12/03/2023 001210.68 
13/03/2023 001167.87 
