Data       Qcal
23/02/2023 006615.06 
24/02/2023 007122.45 
25/02/2023 007219.00 
26/02/2023 007146.31 
27/02/2023 007039.99 
28/02/2023 006940.97 
01/03/2023 006838.92 
02/03/2023 006873.11 
03/03/2023 006876.65 
04/03/2023 006959.52 
05/03/2023 007041.00 
06/03/2023 007142.91 
07/03/2023 007294.76 
08/03/2023 007377.54 
09/03/2023 007373.73 
10/03/2023 007376.69 
11/03/2023 007365.18 
12/03/2023 007352.94 
13/03/2023 007353.95 
