Data       Qcal
23/02/2023 002779.47 
24/02/2023 003140.16 
25/02/2023 003453.14 
26/02/2023 003757.45 
27/02/2023 004062.47 
28/02/2023 004342.39 
01/03/2023 004615.56 
02/03/2023 004840.58 
03/03/2023 004993.16 
04/03/2023 005075.73 
05/03/2023 005023.34 
06/03/2023 004941.04 
07/03/2023 004862.46 
08/03/2023 004788.84 
09/03/2023 004728.15 
10/03/2023 004692.78 
11/03/2023 004690.50 
12/03/2023 004720.61 
13/03/2023 004762.70 
