Data       Qcal
23/02/2023 022052.91 
24/02/2023 022937.25 
25/02/2023 022905.16 
26/02/2023 022652.48 
27/02/2023 022092.16 
28/02/2023 021264.20 
01/03/2023 020730.40 
02/03/2023 020509.74 
03/03/2023 020377.41 
04/03/2023 020493.83 
05/03/2023 020586.38 
06/03/2023 020638.02 
07/03/2023 020531.30 
08/03/2023 020485.32 
09/03/2023 020559.02 
10/03/2023 020894.63 
11/03/2023 021250.91 
12/03/2023 021583.59 
13/03/2023 021854.76 
