Data       Qcal
23/02/2023 014212.73 
24/02/2023 014924.24 
25/02/2023 015671.61 
26/02/2023 016428.22 
27/02/2023 017154.49 
28/02/2023 017861.47 
01/03/2023 018559.36 
02/03/2023 019244.37 
03/03/2023 019914.69 
04/03/2023 020587.68 
05/03/2023 021262.89 
06/03/2023 021925.07 
07/03/2023 022591.24 
08/03/2023 023266.54 
09/03/2023 023895.44 
10/03/2023 024486.99 
11/03/2023 025043.72 
12/03/2023 025561.94 
13/03/2023 026036.50 
