Data       Qcal
23/02/2023 005811.88 
24/02/2023 005948.72 
25/02/2023 006097.82 
26/02/2023 006256.44 
27/02/2023 006420.24 
28/02/2023 006585.73 
01/03/2023 006754.87 
02/03/2023 006930.92 
03/03/2023 007116.43 
04/03/2023 007312.71 
05/03/2023 007521.70 
06/03/2023 007739.86 
07/03/2023 007961.29 
08/03/2023 008185.14 
09/03/2023 008401.97 
10/03/2023 008605.71 
11/03/2023 008799.57 
12/03/2023 008981.65 
13/03/2023 009152.38 
