Data       Qcal
23/02/2023 002922.57 
24/02/2023 003009.50 
25/02/2023 003080.10 
26/02/2023 003121.00 
27/02/2023 003171.34 
28/02/2023 003212.44 
01/03/2023 003232.98 
02/03/2023 003211.62 
03/03/2023 003185.30 
04/03/2023 003166.77 
05/03/2023 003151.50 
06/03/2023 003164.56 
07/03/2023 003189.11 
08/03/2023 003239.11 
09/03/2023 003304.99 
10/03/2023 003376.55 
11/03/2023 003434.94 
12/03/2023 003478.12 
13/03/2023 003516.78 
