Data       Qcal
23/02/2023 002771.75 
24/02/2023 002850.44 
25/02/2023 002752.21 
26/02/2023 002642.83 
27/02/2023 002543.48 
28/02/2023 002435.61 
01/03/2023 002340.62 
02/03/2023 002272.36 
03/03/2023 002251.55 
04/03/2023 002307.46 
05/03/2023 002444.46 
06/03/2023 002626.32 
07/03/2023 002896.81 
08/03/2023 003125.23 
09/03/2023 003233.94 
10/03/2023 003249.73 
11/03/2023 003228.91 
12/03/2023 003213.57 
13/03/2023 003203.03 
