Data       Qcal
23/02/2023 000033.23 
24/02/2023 000033.63 
25/02/2023 000033.72 
26/02/2023 000034.60 
27/02/2023 000034.52 
28/02/2023 000034.18 
01/03/2023 000034.06 
02/03/2023 000033.75 
03/03/2023 000033.20 
04/03/2023 000033.34 
05/03/2023 000033.80 
06/03/2023 000034.22 
07/03/2023 000034.27 
08/03/2023 000034.51 
09/03/2023 000034.76 
10/03/2023 000034.96 
11/03/2023 000035.07 
12/03/2023 000035.14 
13/03/2023 000035.21 
