Data       Qcal
23/02/2023 007913.83 
24/02/2023 008147.02 
25/02/2023 008367.17 
26/02/2023 008584.89 
27/02/2023 008796.56 
28/02/2023 009017.40 
01/03/2023 009242.57 
02/03/2023 009463.37 
03/03/2023 009687.88 
04/03/2023 009900.95 
05/03/2023 010108.32 
06/03/2023 010307.24 
07/03/2023 010478.76 
08/03/2023 010636.66 
09/03/2023 010775.78 
10/03/2023 010929.68 
11/03/2023 011076.79 
12/03/2023 011205.42 
13/03/2023 011311.72 
