Data       Qcal
23/02/2023 002612.31 
24/02/2023 002800.26 
25/02/2023 002888.72 
26/02/2023 002982.47 
27/02/2023 003087.24 
28/02/2023 003193.08 
01/03/2023 003299.76 
02/03/2023 003368.24 
03/03/2023 003436.55 
04/03/2023 003491.56 
05/03/2023 003570.70 
06/03/2023 003641.19 
07/03/2023 003695.24 
08/03/2023 003724.64 
09/03/2023 003788.58 
10/03/2023 003863.15 
11/03/2023 003951.30 
12/03/2023 004037.92 
13/03/2023 004108.68 
