Data       Qcal
23/02/2023 001323.73 
24/02/2023 001337.10 
25/02/2023 001351.13 
26/02/2023 001373.60 
27/02/2023 001389.67 
28/02/2023 001407.78 
01/03/2023 001427.83 
02/03/2023 001446.80 
03/03/2023 001471.83 
04/03/2023 001502.00 
05/03/2023 001543.10 
06/03/2023 001577.00 
07/03/2023 001614.83 
08/03/2023 001658.66 
09/03/2023 001707.83 
10/03/2023 001759.84 
11/03/2023 001813.55 
12/03/2023 001860.13 
13/03/2023 001904.57 
