Data       Qcal
23/02/2023 000488.12 
24/02/2023 000510.94 
25/02/2023 000533.99 
26/02/2023 000548.07 
27/02/2023 000552.57 
28/02/2023 000547.05 
01/03/2023 000542.54 
02/03/2023 000538.02 
03/03/2023 000531.86 
04/03/2023 000525.53 
05/03/2023 000525.72 
06/03/2023 000537.27 
07/03/2023 000557.34 
08/03/2023 000587.66 
09/03/2023 000626.58 
10/03/2023 000660.47 
11/03/2023 000683.10 
12/03/2023 000698.72 
13/03/2023 000708.11 
