Data       Qcal
23/02/2023 000546.44 
24/02/2023 000553.69 
25/02/2023 000535.17 
26/02/2023 000526.17 
27/02/2023 000527.75 
28/02/2023 000528.04 
01/03/2023 000528.08 
02/03/2023 000522.56 
03/03/2023 000515.23 
04/03/2023 000505.36 
05/03/2023 000498.39 
06/03/2023 000499.16 
07/03/2023 000507.78 
08/03/2023 000519.58 
09/03/2023 000528.50 
10/03/2023 000532.27 
11/03/2023 000533.05 
12/03/2023 000532.44 
13/03/2023 000531.87 
