-50.35 -19.89      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    1.9    1.2    1.5      0      0    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-44.63 -21.28      0      0    0.3    0.7    0.2      0      0      0      0      0      0      0      0      0    0.1    0.1      0    0.2      1    0.2    0.2      0      0    0.4    0.5    1.4    0.3      0    0.1    0.6      0      0      0    0.3      0    0.2    0.2      0      0      0    0.6    0.1      0    0.5    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.16 -20.25      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.95  -21.6      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0    0.2      0      0      0      0      0      0    0.1      0    0.1    0.6    0.1      0      0      0      0      0      0      0      0    0.2      0    0.1    0.4      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.04 -21.14      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0    0.1    0.1      0      0    0.1    0.1    0.1      0      0    0.1    0.1    0.1      0      0    0.1    0.1      0      0      0    0.1      0      0    0.2      0      0      0      0    0.2      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.32 -20.67      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0    0.1      0      0      0      0    0.1    0.1      0    0.6    0.1      0      0      0      0      0      0      0      0      0      0    0.2      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-49.18  -20.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.5      0    1.1    0.1      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.67 -21.59      0      0    0.3    0.3    0.1      0      0      0      0      0      0      0    0.1    0.1      0      0      0    0.8    1.1    0.1      0      0      0      0      0    0.7    0.1    0.2    3.8    0.5      0      0      0    0.1      0      0      0      0      0    0.1      0    0.1      0    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.18 -21.02      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0    0.1      0      0      0      0      0      0    0.5    0.1    0.1    0.5    0.2      0      0      0      0      0      0      0      0      1    4.2    1.9    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.49 -21.61      0      0      0    0.2    0.1      0      0      0      0      0      0      0      0      0      0      0      0    0.5    1.2    0.4    0.1      0      0      0    0.1    0.3    0.2    0.1    0.4    0.2      0      0      0    0.1      0      0      0      0      0      0    0.1      0      0    0.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.55    -20      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-51.65    -26    0.4    0.2    1.2    0.4    0.1      1    1.1    0.1    0.2    0.4    1.1      2    3.6    3.5      0      0      0    0.4    0.1      0      0      0    2.4   23.9   27.9   17.2    7.9    1.3    1.4    0.1      0      0    0.3      0      0      0    0.3   13.1   21.8   11.6   22.1    9.8   19.7    9.5   20.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
