-50.35 -19.89      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1    3.1    0.4      0      0      0      0      0      0      0      0      0    0.6      0      0      0      0    0.1   12.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-44.63 -21.28      0      0    0.3    0.7    0.2      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0    2.1    0.8    0.5    1.4    0.7    0.1    0.6      0      0      0      0      0      0      0      0    0.1      0      0      0      0    7.9    0.1    0.9    1.6    1.2    0.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.16 -20.25      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1    0.1      0      0    4.1    0.2      0      0      0      0      0      0      0      0      0    3.3    0.4      0      0      0      0    9.6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.95  -21.6      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0    0.2    0.4    0.6      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0    2.3    2.4      0      0      0    0.1     16      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.04 -21.14      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0    0.3    0.7    0.3    0.4    0.4      0    0.2      0      0      0      0      0      0      0      0    0.1      0      0      0      0    5.6      0    0.8    0.9    0.4    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.32 -20.67      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.5    0.2    0.2    0.2      0      0      0      0    0.2    0.1      0      0      0      0      0    0.2    0.4      0      0      0      0   12.6      0    0.2    0.6    0.2    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-49.18  -20.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0    0.3    4.8    0.3      0      0      0      0      0      0      0      0      0    1.6    0.2      0      0      0    0.7   11.8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.67 -21.59      0      0    0.3    0.3    0.1      0      0      0      0      0      0      0    0.1    0.1      0      0      0    0.6    1.2    0.9      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0    0.6    2.2      0      0      0      0   20.4      0    0.1    0.1    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.18 -21.02      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0    0.6    1.1    0.1      0    0.1    2.2    0.1      0      0      0      0      0      0      0      0      0    4.5    0.5      0      0      0    0.4     20      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.49 -21.61      0      0      0    0.2    0.1      0      0      0      0      0      0      0      0      0      0      0    0.1      0    0.3    0.5    0.1    0.1    0.2      0      0      0    0.1      0      0      0      0      0      0      0    0.5      0      0      0      0   12.4      0    0.2    1.1    0.2    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
