-51.87 -18.68   0.00
-50.76 -19.16   0.00
-50.64 -19.12   0.00
-50.50 -19.02   0.00
-50.35 -19.89   0.00
-50.16 -18.07   0.00
-49.18 -20.30   0.00
-49.10 -18.42   0.00
-48.67 -16.15   0.00
-48.55 -20.00   0.00
-48.54 -17.99   0.00
-48.18 -21.02   0.00
-48.16 -20.25   0.00
-47.98 -18.45   0.00
-47.70 -19.13   0.00
-47.68 -18.05   0.00
-46.95 -21.60   0.00
-46.32 -20.67   0.00
-45.67 -21.59   0.10
-45.49 -21.61   0.00
-45.04 -21.14   0.00
-44.63 -21.28   0.00
