-50.35 -19.89      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-44.63 -21.28      0      0    0.3    0.7    0.2      0      0      0      0      0      0      0      0      0      0      0      1    0.4    1.4    0.5    1.7    1.7    0.5      0    0.1    2.6      2    1.2    0.3    0.1    0.9    0.3    0.1      0      0      0      0      0      0    0.1    0.1      0    0.3    0.1    0.6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.16 -20.25      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.95  -21.6      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0    0.5    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.04 -21.14      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0    1.8    0.9    0.6    0.3    0.9    0.3    0.2      0      0    1.6    0.7    0.7    0.1    0.1    0.3    0.1      0      0      0      0      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-46.32 -20.67      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0    0.8    0.4    0.1    0.2    0.3    0.1    0.1      0      0    0.5      0    0.1      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-49.18  -20.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.67 -21.59      0      0    0.3    0.3    0.1      0      0      0      0      0      0      0    0.1    0.1    0.1      0    0.2    1.1    0.1      0    0.1      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.18 -21.02      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-45.49 -21.61      0      0      0    0.2    0.1      0      0      0      0      0      0      0      0      0    0.1      0    0.2    0.6    0.3    0.1    0.2    0.1    0.2      0      0    0.5    0.1    0.1      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-48.55    -20      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0    0.4      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-51.65    -26    0.4    0.2    1.2    0.4    0.1      1    1.1    0.1    0.2    0.4    1.1      2    3.6    3.5      0    0.3    0.7    0.1      0      0    0.1    0.1    0.2   15.3   10.1      0    0.1    0.2    0.1      0    0.1      0      0      0      0      6      0    3.4    2.5    0.9      0    0.3    0.2    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
   -52 -25.78    0.9    0.2    0.7    0.7    0.1      2    1.1    0.1    0.1    0.4    1.2      1    3.5    2.9      0      0    2.5    0.3      0      0      0      0    0.4   18.6   13.8      0      0      0      0      0      0      0      0      0    0.1    1.9      0    4.2     10    1.9    0.2    0.2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-53.48 -25.53    1.9    0.3    0.6    1.1    0.1    2.2      1      0    0.1    0.5    1.5    2.2    3.9    2.3      0      0      3    0.3      0      0      0      0    1.4   26.8   16.3      0      0      0      0      0      0      0      0      0    0.3    1.5      0    3.2   10.1      6    0.2    0.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-51.74 -25.49    0.3    0.1    0.7    0.9      0    0.9    1.1      0    0.1    0.3    0.3    0.7      2      2      0      0      1    0.1      0      0      0      0    0.1   20.9   15.3      0      0      0      0      0      0      0      0      0      0    0.1    0.1    0.6    0.1    0.2      0    0.2    0.9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-51.08 -26.23    0.2    0.1    1.2    0.3    0.2    0.7      1    0.1    0.1    0.2    0.8    1.1    1.8    1.5      0    0.1    0.2    0.3      0    0.1    0.6    0.5      0   14.1   11.3      0    0.3    0.8    0.3    0.2    0.2    0.1      0      0    0.2    1.6    0.1    0.5    0.7    0.9    0.2    0.6    1.9    0.3    0.5      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-53.74 -24.19    0.1      0    0.4    0.4      0    0.7    0.9      0    0.3    0.3    0.7    1.6    1.1    2.7      0      0    1.3    0.2      0      0      0      0    0.5   19.5   15.2      0      0      0      0      0      0      0      0      0      0    0.2      0      0    0.2    0.3      0    0.1    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-54.56 -22.97      0      0    0.3    0.2      0    0.1    0.2      0      0    0.1    0.3    0.6      1    0.9      0      0    2.2    0.1      0      0      0      0      2     30   15.2      0      0      0      0      0      0      0      0      0    1.2    0.2      0    0.3    0.4    0.1      0    0.1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
-54.58 -25.42    0.2      0    0.2    0.1      0    0.6    0.4      0    0.2    0.3    0.8    1.1    1.2    1.5      0      0    3.1    0.2      0      0      0      0    2.4     21   14.9      0      0      0      0      0      0      0      0      0    0.5    0.2      0    0.7    6.4    4.4      0    0.3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
