data;AVERMELHA;SSIMAO2;NAvanhanda;Capivara;Manso;Ita;IRAPE;Candonga;DFRANC;Smesa;PimentalT;Colider;BaixoIg;SOBRADINHO
11/07/1999;3.420508272;3.652425967;3.207292543;2.332074246;4.016965485;2.133985676;2.599674931;1.889528878;2.229588448;4.449510171;4.00600901;4.165407736;2.37378111;4.040851598
12/07/1999;3.940757834;4.043311739;3.288924391;2.373930031;4.422457886;2.059914761;2.35408506;1.843765838;2.391399952;4.292677042;4.133016279;4.492339824;2.336413393;4.17074987
13/07/1999;4.012604088;3.911214402;3.378644289;2.393950057;4.073731232;2.02921958;2.152627903;1.165269393;2.178760123;4.210885061;4.174287858;4.080820397;2.267069902;3.77156665
14/07/1999;3.691337339;3.687104605;3.309967932;2.299048791;4.143655396;2.175802762;1.759493906;2.366945098;2.486684921;3.92926226;4.245160503;4.24924436;2.35951248;3.296625029
15/07/1999;3.588607952;3.56943259;3.435305853;2.327875917;4.028928375;2.271533653;2.26602105;1.310136529;0.910914807;3.628495624;4.382487635;4.249089222;2.245247114;3.234520161
16/07/1999;3.187101631;3.227080907;2.877568377;2.315990124;3.980649567;1.749433424;2.362955955;1.518305139;0.183918182;3.492885536;3.970325593;3.431879137;1.972241845;3.564609815
17/07/1999;2.865414199;2.662892633;2.690714815;2.1566214;2.952020645;0.700312693;2.446217629;1.852221525;1.347540916;3.574950026;4.082488521;3.320927425;0.664215843;3.746589499
18/07/1999;3.603547783;3.747187676;3.071787813;2.455179933;2.930780602;0.238093095;2.463277181;2.055612299;0.374585984;4.288044101;4.612332744;3.803732045;1.090903707;4.134411369
19/07/1999;3.94909668;3.959423075;2.87448031;1.896201192;3.396162796;1.258848097;3.099514431;1.613741235;0.581743809;4.283135499;3.629031274;3.690200322;1.916838089;4.264193826
20/07/1999;3.450740691;3.504722458;2.929400367;2.304887162;3.332540512;0.635960626;3.102974447;2.459490233;0.651113957;4.118904508;4.100336382;3.559910843;0.683583628;4.049757523
21/07/1999;3.132788217;3.572046589;2.862518088;2.374358266;3.460126877;1.321052426;3.325873481;3.096991044;0.782645205;3.970849266;4.274977653;3.83900931;1.986824867;4.219079626
22/07/1999;3.083853117;3.517765153;2.864843661;2.226004782;2.962681389;1.816564091;3.753536196;2.630542417;1.395888471;4.478431379;4.13811173;3.772116537;2.105274465;4.474934808
23/07/1999;3.114798597;3.857841119;2.816189731;1.972428171;3.511540222;1.81735242;3.424774622;1.548508173;1.643343175;4.809128452;4.710891231;4.155934798;1.458909894;4.493470892
24/07/1999;3.329884847;4.084935833;2.993223093;2.267500534;3.59282341;2.018033387;2.42842475;2.052149133;1.604399498;4.384553578;4.873116278;4.401913865;1.884586145;4.045700872
25/07/1999;3.68174235;4.049890356;3.108228697;2.599119364;4.293269348;2.250255147;3.176144748;2.80715614;2.135796892;4.381017837;4.468376406;4.466356437;2.355126107;4.512413637
26/07/1999;4.176788658;4.219594764;3.815150797;2.750641487;4.497884369;2.152158643;2.375883427;2.460442845;1.617840706;4.358737999;4.690762428;4.574919863;2.121356926;4.356276307
27/07/1999;4.091467416;4.178355396;3.86302909;2.928554025;4.462379837;0.692482182;2.526268627;2.821545565;0.512367289;4.289484588;4.807095435;4.689319094;1.768668297;4.348414547
28/07/1999;4.090847877;4.029965908;3.732955598;2.756841868;4.379063034;2.34769077;3.303919135;3.052489655;2.110081774;4.262635997;5.062662924;4.501476101;2.053193649;4.37256711
29/07/1999;4.213299495;4.395192438;3.703491211;2.897480706;4.603542709;2.529507746;3.432699246;1.823601831;2.997293026;4.465690219;4.861343876;4.389027181;2.665313721;4.584010577
30/07/1999;3.988507671;3.9477583;3.918183487;2.87014091;4.006433868;0.719662463;3.060380272;2.470345606;1.547376267;4.335534038;5.169567477;4.401952562;1.392632211;4.151614276
31/07/1999;3.618002943;3.811256075;3.677786945;2.48398136;3.819991684;2.028119322;3.754115126;2.619265593;1.844947977;4.716418916;4.96014552;4.188415351;2.490731268;4.33518523
01/08/1999;3.436634679;4.354172106;3.329061912;2.758906191;3.224816132;2.168866517;3.006984682;2.055551263;1.937863127;4.259057273;4.308250181;3.811778835;2.355441254;3.845118812
02/08/1999;3.604037705;3.995931826;3.250844245;2.708361668;3.312579727;2.282095487;3.38770865;2.735769731;1.873682387;3.905118987;4.535925096;4.004198937;2.382660214;4.256119827
03/08/1999;4.047192317;4.078721858;3.668950659;2.953999755;3.258004761;2.456033425;3.775923213;2.861113729;1.997432465;4.205560962;4.678130119;3.63588642;2.628785388;4.446534579
